name,idf,imdb_score,genres,release,countries,directors,actors,summary
Ponyo 2008,https://www.imdb.com/title/tt0876563,7.6,"['انیمیشن', 'کمدی', 'ماجراجویی']",2008,['ژاپن'],['hayao miyazaki'],"['cate blanchett', 'matt damon', 'liam neeson']",داستان یک پسر بچه 5 ساله که بین او و پونیو رابطه‌ای شکل می‌گیرد. پونیو یک ماهی قرمز شاهدخت است که می‌خواهد انسان شود و عاشق پسرک می‌شود.
Princess Mononoke 1997,https://www.imdb.com/title/tt0119698,8.3,"['انیمیشن', 'فانتزی', 'ماجراجویی']",1997,"['آمریکا', 'ژاپن']",['hayao miyazaki'],"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka']",قرن چهاردهم میلادی، ژاپن. «شاهزاده خانم مونونوکه» نبردی شگفت انگیز میان خدایان حیوانات در جنگل و انسان ها را شرح می دهد…
Ride Your Wave 2019,https://www.imdb.com/title/tt9193612,,"['انیمیشن', 'خانوادگی', 'درام', 'عاشقانه', 'فانتزی', 'کمدی', 'انیمیشن', 'کمدی', 'درام', 'خانوادگی', 'فانتزی', 'عاشقانه']",2019,"['آمریکا', 'ژاپن']",['masaaki yuasa'],"['Ryôta Katayose', 'Rina Kawaei', 'Honoka Matsumoto']",داستان روی رابطه بین هیناکو که پس از ورود به دانشگاه به شهری ساحلی نقل مکان کرده و میناتو آتنش نشان جوانی است که حس عدالت جویی قدرتمندی دارد. هیناکو عاشق موج سواری بوده و در دریا بی پرواست، کماکان درباره آینده اش نامطمئن است. پسس از یک واقعه آتش سوزی در شهر هیناکو و میناتو با هم روبرو می شوند. همچنان که زمان بیشتری را به موج سواری با هم می گذرانند، هیناکو مجذوب میناتو می شود، کسی که تصمیم گرفته زندگی اش را وقف دیگران کند.
Road to Ninja: Naruto the Movie 2012,https://www.imdb.com/title/tt2290828,7.6,"['اکشن', 'انیمیشن', 'فانتزی', 'کمدی', 'ماجراجویی']",2012,['ژاپن'],['Hayato Date'],"['Junko Takeuchi', 'Chie Nakamura', 'Toshiyuki Morikawa']",ناروتو و ساکورا در دنیایی موازی توسط مادارا اسیر می شوند که قصد دارد نه دم را از ناروتو بدزدد...
Sing a Bit of Harmony 2021,https://www.imdb.com/title/tt13064272,,"['آهنگ', 'انیمیشن', 'درام', 'علمی تخیلی']",2021,['ژاپن'],['yasuhiro yoshiura'],"['Tao Tsuchiya', 'Haruka Fukuhara', 'Asuka Kudô']",داستان دختری زیبا و مرموز بنام شیون را که به تازگی وارد دبیرستان کیبو شده و بخاطر اجتماعی بودن و مهارت بالا در ورزش هم بسیار محبوب شده است را روایت میکند...
Spirited Away 2001,https://www.imdb.com/title/tt0245429,8.6,"['انیمیشن', 'خانوادگی', 'رازآلود', 'فانتزی', 'ماجراجویی']",2001,['ژاپن'],['hayao miyazaki'],"['Daveigh Chase', 'Suzanne Pleshette', 'miyu irino']",دختری 10 ساله در نقل مکان خانواده‌اش به حومه شهر، در دنیایی سرگردان می شود که توسط خدایان، جادوگرها، و هیولاها اداره میشود؛ جایی که انسان‌ها به شکل حیوانات در می آیند.
Steins;Gate: The Movie − Load Region of Déjà Vu 2013,https://www.imdb.com/title/tt2967286,7.8,"['انیمیشن', 'رازآلود', 'علمی تخیلی', 'هیجان انگیز']",2013,['ژاپن'],"['Hirotsugu Hamazaki', 'Kanji Wakabayashi', 'Takuya Satô']","['mamoru miyano', 'Asami Imai', 'kana hanazawa']",داستان انیمیشن يک‌سال بعد از اتفاقات سري انيمه‌اي شکل مي‌گيرد. بعد از سفري طولاني درون “خط دنياها” به خاطر اختراعي به نام “D-Mail”، پيغامي که به گذشته ارسال مي‌شود و...
Suzume (Suzume no Tojimari) 2022,https://www.imdb.com/title/tt16428256,7.7,"['اکشن', 'انیمیشن', 'ماجراجویی']",2022,['ژاپن'],['makoto shinkai'],"['Nanoka Hara', 'Hokuto Matsumura', 'Eri Fukatsu']",داستان دختری 17 ساله به‌نام سوزومه که به مردی جوان و اسرار آمیز کمک می‌کند تا درهایی را ببندد که باعث به‌وجود آمدن فاجعه در ژاپن می‌شوند.
The Deer King 2021,https://www.imdb.com/title/tt11417856,,"['اکشن', 'انیمیشن', 'ماجراجویی', 'هیجان انگیز']",2021,['ژاپن'],"['Masashi Ando', 'Masayuki Miyaji']","[""Shin'ichi Tsutsumi"", 'Ryoma Takeuchi', 'Anne Watanabe']",آخرین بازمانده گروه مبارزان حالا در معدن نمک به بردگی گرفته شده. یک شب گله سگ‌های وحشی حمله می‌کنند و با بیماری‌ای تمام کارگران معدن می‌میرند. بازمانده با دختری کوچک فرار می‌کند و یک فیزیک‌شناس با استعداد به دنبال درمان است.
The Last: Naruto The Movie 2014,https://www.imdb.com/title/tt3717532,7.6,"['اکشن', 'انیمیشن', 'درام', 'عاشقانه', 'ماجراجویی']",2014,['ژاپن'],['Tsuneo Kobayashi'],"['Junko Takeuchi', 'Nana Mizuki', 'Jun Fukuyama']",زمانی که هایوگا هانابی توسط بیگانه های اوتسوتسوکی تونری ربوده می شود ، ناروتو برای نجات وی دست به کار می شود. اما…
The Wind Rises 2013,https://www.imdb.com/title/tt2013293,7.8,"['انیمیشن', 'بیوگرافی', 'تاریخی', 'جنگی', 'درام', 'عاشقانه', 'انیمیشن', 'بیوگرافی', 'درام', 'تاریخی', 'عاشقانه', 'جنگی']",2013,"['آمریکا', 'ژاپن', 'فرانسه']",['hayao miyazaki'],"['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto']",این فیلم انیمیشنی ، نگاهی به زندگی جیرو هوریکوشی دارد ، مردی که در دوران جنگ جهانی دوم ، هواپیماهای جنگنده برای ژاپن طراحی می کرد و…
Tokyo Godfathers 2003,https://www.imdb.com/title/tt0388473,7.8,"['انیمیشن', 'خانوادگی', 'کمدی', 'ماجراجویی']",2003,['ژاپن'],['Satoshi Kon'],"['Tôru Emori', 'Yoshiaki Umegaki', 'Aya Okamoto']",در شب کریسمس توکیو، سه بی خانمان که در خیابان زندگی می کنند نوزادی را میان زباله ها پیدا می کنند و تصمیم می گیرند خانواده او را پیدا کنند…
Violet Evergarden: Eternity and the Auto Memory Doll 2019,https://www.imdb.com/title/tt10477558,7.4,"['انیمیشن', 'درام', 'انیمیشن', 'درام']",2019,['ژاپن'],"['Haruka Fujita', 'Taichi Ishidate']","['Yui Ishikawa', 'Bob Buchholz', 'Kira Buckland']",وایولت اورگاردن وارد آموزشگاه دخترانه‌ای میشود تا درباره‌ی اسلوب بانو بودن به ایزابلا آموزش دهد. ایزابلا به خاطر وارث خاندان یورک بودنش، احساس اسیر بودن در این دنیای ناراحت و جدید میکند. او هنوز غم تنها کسی که شادی برایش میاورد را در دل دارد و حالا تنها به او فکر میکند. آموزه‌های وایولت اندکی او را از افسردگی رها میکند و با نبود شادی چقدر درمان کامل طول میکشد؟
When Marnie Was There 2014,https://www.imdb.com/title/tt3398268,7.7,"['انیمیشن', 'خانوادگی', 'درام']",2014,['ژاپن'],['Hiromasa Yonebayashi'],"['Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima']",داستان نوجوانی 12 ساله به‌نام آنا که به‌خاطر بیماری آسم به خانه بستگانش در اطراف شهر فرستاده می‌شود. او دوست دارد تنها باشد و نقاشی کند اما آنجا با مارنی دوست می‌شود که...
Your Name. 2016,https://www.imdb.com/title/tt5311514,8.4,"['انیمیشن', 'درام', 'رمانتیک', 'فانتزی']",2016,['ژاپن'],['makoto shinkai'],"['ryûnosuke kamiki', 'mone kamishiraishi', 'ryô narita']",یتسوها میامیزو دانش‌آموز دبیرستانی در ژاپن که از زندگی در روستا خسته شده، آرزو دارد در زندگی بعدی خود تبدیل به پسری خوش‌سیما در توکیو شود. تاکی تاچیبانا نیز یک پسر نوجوان دبیرستانی اهل توکیو است. زمانی که یک ستاره دنباله‌دار به زمین نزدیک می شود، آرزوها و زندگی آن‌ها دستخوش تغییر می گردد و در یکی از روزها تاکی و میتسوها متوجه می‌شوند که بدنشان با یکدیگر تعویض شده است و…
A Bug's Life 1998,https://www.imdb.com/title/tt0120623,7.2,"['انیمیشن', 'خانوادگی', 'فانتزی', 'کمدی', 'ماجراجویی']",1998,"['آمریکا', 'ژاپن']","['andrew stanton', 'john lasseter']","['kevin spacey', 'David Foley', 'Julia Louis-Dreyfus']",داستان انیمیشن درباره مورچه‌ای به نام “فلیک” (Flik) است که علاقه زیادی به اکتشاف پدیده‌ها دارد درحالی‌که مورچه‌های دیگر هر روز به جمع‌آوری غذا می‌پردازند. در این میان تعدادی ملخ مورچه‌ها را آزار می‌دهند و ملکه برای رهایی از آزار ملخ‌ها، هر روز مقداری از غذای جمع شده را به آنها می‌دهد. فلیک که مورچه‌ای جوان و ماجراجو است تصمیم می‌گیرد تا به جای دوری برود و کمک بیاورد تا مورچه‌ها بتوانند از پس این ملخ‌ها برآیند و…
A Cat in Paris 2010,https://www.imdb.com/title/tt1673702,,"['انیمیشن', 'جنایی', 'خانوادگی', 'کمدی', 'ماجراجویی', 'انیمیشن', 'ماجراجویی']",2010,"['آمریکا', 'بلژیک', 'فرانسه']","['Alain Gagnol', 'Jean-Loup Felicioli']","['Dominique Blanc', 'Bernadette Lafont', 'bruno salomone']",یک گربه با دو خانواده در ارتباط است و این ارتباط سبب می شود که صاحب اصلی گربه که دختربچه ای است، در ماجرایی وارد شود که در گذشته پدرش و در حال مادرش نیز در گیر آن هستند. همچنین صاحب فرعی گربه نیز که گربه شب ها را با او می گذراند پایش به آن ماجرا باز می شود…
A Christmas Carol 2009,https://www.imdb.com/title/tt1067106,,"['انیمیشن', 'خانوادگی', 'درام', 'فانتزی', 'کمدی', 'ماجراجویی']",2009,['آمریکا'],['robert zemeckis'],"['jim carrey', 'gary oldman', 'colin firth']",اسکروچ مردی خسیس و بداخلاق که در آستانه کریسمس با تنگ نظری خود قلب منشی همیشه وفادارش را می شکند و در شب کریسمس طبق معمول تنهاست تا اینکه ارواح کریسمس به سراغ او می آیند و او را با خود در سفری طولانی همراه می کنند تا چشم او را به اعمال زشتش باز کنند.
A Monster in Paris 2011,https://www.imdb.com/title/tt0961097,,"['آهنگ', 'انیمیشن', 'خانوادگی', 'عاشقانه', 'علمی تخیلی', 'فانتزی', 'کمدی', 'ماجراجویی']",2011,['فرانسه'],['bibo bergeron'],"['Matthieu Chedid', 'Vanessa Paradis', 'Gad Elmaleh']",امیل آپارات‌چی خجالتی و رائول مخترع پرهیجان در پی به دام انداختن هیولایی هستند که شهروندان را به وحشت انداخته است. لوسیل ستاره مهربان کاباره و یک دانشمند عجیب و غریب و میمون عصبانی او در این ماموریت آن‌ها را همراهی می‌کنند و …
A Scanner Darkly 2006,https://www.imdb.com/title/tt0405296,,"['انیمیشن', 'جنایی', 'درام', 'رازآلود', 'علمی تخیلی', 'هیجان انگیز']",2006,['آمریکا'],['richard linklater'],"['keanu reeves', 'winona ryder', 'robert downey jr.']",در آینده‌ای نه چندان دور، یک پلیس مخفی گرفتار یک ماده مخدر خطرناک جدید می شود و در نتیجه هویت خودش را از دست می دهد.
A Shaun the Sheep Movie Farmageddon 2019,https://www.imdb.com/title/tt6193408,,"['انیمیشن', 'خانوادگی', 'علمی تخیلی', 'فانتزی', 'کمدی', 'ماجراجویی', 'انیمیشن', 'کمدی', 'ماجراجویی', 'خانوادگی', 'فانتزی', 'علمی تخیلی']",2019,"['آلمان', 'آمریکا', 'استرالیا', 'انگلستان', 'ایرلند', 'بلژیک', 'چين', 'ژاپن', 'فرانسه', 'فنلاند']","['Richard Phelan', 'Will Becher', 'ویل بشر', 'ریچارد فلان']","['justin fletcher', 'john sparkes', 'Amalia Vitale', 'جاستین فلچر', 'جان اسپارکس', 'کریس مورل', 'اندی نایمن', 'دیوید هولت']",یک موجود فضایی وارد مزرعه‎ی زیبای گوسفندان می‎شود و از این رو گروه “شان گوسفند” تصمیم می‎گیرند تا قبل از رسیدن پلیس و دستگیری این موجود فضایی ، او را به سیاره ی خود در فضا بازگردانند و…
